8	0.8	60	82.335	0.97432	0.77433	0.21649	0.1
8	0.8	60	82.335	0.97932	0.77433	0.21649	0.1
8	0.8	60	120	0.97083	0.93702	0.22895	0.1
8	0.8	66.027	85.005	0.97543	0.77433	0.21649	0.1
8	0.8	66.082	98.855	0.96683	0.87051	0.2229	0.10816
8	0.8	69.1	119.97	0.97905	1.0315	0.22271	0.11375
8	0.8	77.025	60	0.97162	0.66542	0.23054	0.1
8	0.8	77.025	60	0.97932	0.66542	0.23054	0.1
8	0.8	77.025	63.988	0.97162	0.66542	0.23054	0.1
8	0.8	86.858	103.68	0.97855	1.066	0.22993	0.13972
8	0.8	102.41	84.792	0.97825	1.0056	0.21734	0.1201
8	0.8	104.06	84.792	0.97825	1.0056	0.21734	0.1201
8	0.8	104.06	84.792	0.9812	1.0056	0.21734	0.1201
8	0.8	112.7	90.405	0.97464	0.96147	0.21766	0.11525
8	0.8	116.58	111.72	0.98324	0.67195	0.22516	0.1
8	0.8	118.06	60	0.9666	0.93725	0.23136	0.1
8	0.8	118.36	81.848	0.97905	0.94018	0.22046	0.10841
8	0.8	118.36	81.848	0.97905	0.94018	0.22046	0.11263
8	0.8	120	60	0.9666	0.93725	0.23136	0.1
8	0.8	120	60	0.9666	0.93725	0.23136	0.1
8	0.8	120	60	0.97275	1.0118	0.22273	0.1
8	0.8	120	60	0.97527	0.9549	0.22866	0.1
8	0.8	120	60	0.97941	0.99266	0.22515	0.1
8	0.8	120	60	0.97941	0.99266	0.22515	0.1
8	0.8	120	61.967	0.9666	0.93725	0.23136	0.1
8	0.8	120	74.812	0.97276	0.93605	0.21806	0.1
8	0.8	120	111.72	0.97342	0.67195	0.22516	0.1
8	0.8	120	111.72	0.97366	0.67195	0.22516	0.1
8	0.8	120	111.72	0.97948	0.67195	0.22516	0.1
8	0.8	120	111.72	0.98269	0.67195	0.22516	0.1
8	0.8	120	111.72	0.98319	0.67195	0.22516	0.1
8	0.8	120	111.72	0.9832	0.67195	0.22516	0.1
8	0.8	120	111.72	0.98324	0.67195	0.22516	0.1
8	0.8	120	111.72	0.98431	0.67195	0.22516	0.1
8	0.80018	60	82.335	0.97932	0.77433	0.21649	0.1
8	0.80243	120	63.46	0.97121	0.98334	0.22192	0.1
8	0.80243	120	63.46	0.97121	0.98334	0.22192	0.1
8	0.80243	120	63.46	0.97631	0.98334	0.22192	0.1
