268000	16.167	1.39667	89.6351	98.5494	0.45477	1.16853	0.211567	0.256636	-2267	0.00751866
308000	16.2625	1.65151	93.7973	100.435	0.471506	1.12964	0.210849	0.314935	-2270.1	0.00756494
362000	15.4307	1.42003	96.3456	99.7656	0.483466	1.1536	0.203118	0.341392	-2266.4	0.00758287
558000	16.0611	1.57834	97.0039	93.6453	0.528516	1.19829	0.252033	0.344479	-2267.3	0.00762545
627000	15.299	1.32929	93.8113	92.7932	0.491178	1.20416	0.212933	0.303716	-2266.8	0.0076252
1282000	16.8667	1.54289	94.0317	92.6713	0.44227	1.1865	0.189516	0.31629	-2267.7	0.00758502
1292000	15.6877	1.48459	91.2957	100.136	0.492388	1.17812	0.203273	0.297197	-2267.7	0.00756656
1322000	13.6731	1.39816	96.157	89.4449	0.470491	1.11171	0.256738	0.289485	-2268.6	0.00754766
1327000	16.4942	1.53011	91.6997	94.96	0.456536	1.1895	0.195051	0.275811	-2267.3	0.00754936
1493000	14.5341	1.50953	99.6078	87.8658	0.442965	1.27932	0.247735	0.28956	-2267.6	0.00756731
1722000	14.7364	1.72631	100.118	91.9185	0.520626	1.09617	0.262135	0.292892	-2268.1	0.0075302
1817000	15.3985	1.29706	79.4365	101.564	0.486915	1.16999	0.206483	0.299215	-2267.7	0.00755806
1854000	15.4598	1.47818	97.8819	88.1941	0.496125	1.21849	0.201833	0.346956	-2266.8	0.00756472
1889000	14.2462	1.24551	76.1874	112.145	0.466515	1.04953	0.236909	0.219402	-2267.5	0.00756326
2042000	16.208	1.58831	88.8391	95.2611	0.473643	1.05769	0.251188	0.262373	-2266.6	0.00752498
2152000	16.2425	1.49992	94.7724	81.3692	0.448168	1.23256	0.254647	0.295348	-2267	0.00756366
2259000	16.2448	1.54093	95.4222	84.9885	0.512122	1.24506	0.252996	0.329671	-2270.2	0.00759672
2384000	16.3155	1.52934	98.4601	90.0922	0.460733	1.24906	0.242635	0.307844	-2268.4	0.00760151
2617000	16.0435	1.61015	95.2736	107.542	0.496704	1.07392	0.228033	0.318746	-2267.2	0.00764922
2778000	15.1239	1.50135	89.1155	108.563	0.465595	1.00318	0.261827	0.299731	-2267	0.00765011
2880000	15.8949	1.30088	78.6527	103.111	0.489709	1.12952	0.222753	0.274377	-2267.4	0.00766667
2955000	16.2194	1.53937	93.0655	90.7417	0.462822	1.15917	0.235818	0.29193	-2266.9	0.00765178
3182000	15.9159	1.46475	106.066	102.268	0.485735	1.12257	0.220914	0.303225	-2269.5	0.00761942
3201000	17.943	1.73878	92.5919	88.2264	0.525816	1.18262	0.243908	0.321494	-2267	0.00761668
3327000	15.7455	1.59498	100.973	83.3785	0.468505	1.03597	0.243562	0.290898	-2268.7	0.00759663
3545000	15.2313	1.43003	86.7436	88.115	0.465677	1.2812	0.222227	0.312149	-2266.6	0.00757123
3633000	16.0435	1.52948	94.406	89.193	0.472148	1.15369	0.249434	0.30612	-2268.4	0.00758409
3743000	16.4104	1.57516	91.4817	95.0094	0.558392	1.08922	0.232595	0.336189	-2268.5	0.00761501
4062000	14.9832	1.31971	89.5851	99.6063	0.487116	1.10329	0.216002	0.294099	-2267.8	0.0076546
4159000	15.4861	1.22866	76.2576	100.043	0.451931	1.2172	0.198407	0.275619	-2267.8	0.00765977
4248000	16.1487	1.52998	93.3144	89.8963	0.516345	1.15391	0.253151	0.272722	-2267	0.00766761
4333000	16.5844	1.60708	94.4445	94.2569	0.539927	1.17216	0.248054	0.281646	-2267.1	0.0076372
4388000	16.3537	1.32292	85.2104	103.715	0.555039	1.11189	0.189324	0.280506	-2267.9	0.0076217
4470000	14.1121	1.16404	78.083	111.812	0.466313	1.11917	0.210777	0.225593	-2267.6	0.00761857
4578000	14.8785	1.39223	93.8613	84.8245	0.481422	1.09696	0.240401	0.29859	-2267.8	0.00762473
4691000	16.0587	1.44413	90.1009	90.1571	0.462665	1.2612	0.221154	0.28112	-2266.8	0.00762865
4856000	14.6469	1.19083	78.5998	99.449	0.45084	1.20148	0.202017	0.268052	-2267.4	0.00762253
5029000	16.0018	1.59746	93.98	87.8513	0.448564	1.24144	0.262284	0.294976	-2266.9	0.00764267
5049000	15.6426	1.59013	95.3332	87.9342	0.45918	1.15995	0.194705	0.296302	-2267.3	0.00765478
5088000	15.5232	1.46206	97.974	93.3045	0.487229	1.25584	0.224929	0.284454	-2268	0.00766647
5226000	15.8456	1.21702	92.1326	101.821	0.487724	1.16587	0.187927	0.258063	-2268.5	0.00764524
5257000	15.165	1.28818	74.4033	105.849	0.442477	1.16232	0.216474	0.291194	-2267.1	0.00764466
5444000	13.582	1.44419	95.3448	93.6764	0.489043	1.00849	0.267552	0.277452	-2268.6	0.00764842
5591000	17.9138	1.73043	117.973	90.9141	0.542958	1.05114	0.228193	0.327155	-2267.2	0.00762332
5780000	17.6527	1.50226	98.0178	87.3878	0.52801	1.27149	0.195419	0.313734	-2268.8	0.00762543
