8	0.8	70	94.349	0.97572	0.97415	0.23321	0.13514
8	0.8	70	96.593	0.97886	0.97226	0.23479	0.13292
8	0.8	70	99.819	0.97695	0.96354	0.22776	0.12591
8	0.8	73.049	108.71	0.97402	0.91074	0.22911	0.11779
8	0.8	73.049	108.71	0.97402	0.93	0.22911	0.11779
8	0.8	73.049	108.71	0.97482	0.93	0.22911	0.11779
8	0.8	73.049	108.71	0.98319	0.93	0.22911	0.11779
8	0.8	74.434	91.62	0.97663	0.95635	0.23342	0.13435
8	0.8	77.815	120	0.97152	0.88451	0.22716	0.10911
8	0.8	78.124	86.758	0.97847	0.97784	0.22666	0.13411
8	0.8	78.988	98.57	0.97574	1.0126	0.22392	0.13037
8	0.8	81.09	80.795	0.98124	0.96437	0.23412	0.13745
8	0.8	84.242	90.563	0.98021	0.97981	0.23753	0.14192
8	0.8	84.282	78.022	0.97838	0.94009	0.2342	0.13835
8	0.8	84.282	78.022	0.97838	0.97124	0.2342	0.13835
8	0.8	84.282	95.432	0.97838	0.97124	0.2342	0.13835
8	0.8	85.723	109.57	0.97718	0.9841	0.2302	0.13316
8	0.8	86.967	96.16	0.97182	0.96127	0.23359	0.139
8	0.8	95.18	70	0.97976	0.94638	0.23152	0.13044
8	0.8	95.933	72.645	0.97954	0.87864	0.23157	0.12084
8	0.8	113.96	70	0.97657	1.042	0.22749	0.12431
8	0.8	116.41	78.968	0.97358	1.0085	0.22164	0.11619
8	0.8	116.81	70.691	0.97269	0.98272	0.22683	0.11628
8	0.8	120	70	0.96645	0.9741	0.22718	0.11089
8	0.8	120	70	0.96962	0.90787	0.23165	0.10396
8	0.8	120	70	0.97018	0.95112	0.21733	0.1
8	0.8	120	70	0.97201	0.9741	0.22718	0.11089
8	0.8	120	70	0.97292	0.91447	0.23377	0.11029
8	0.8	120	70	0.98025	0.9741	0.22718	0.11089
8	0.8	120	73.663	0.97292	0.91447	0.23377	0.11029
8	0.8	120	73.663	0.97821	0.91447	0.23377	0.11029
8	0.8	120	75.359	0.96888	0.92417	0.23413	0.11591
8	0.8	120	76.945	0.9669	0.8828	0.22998	0.10793
8	0.8	120	95.682	0.97342	0.82125	0.21292	0.1
8	0.80794	72.975	81.779	0.98013	0.98346	0.22984	0.13532
8	0.81189	108.55	83.515	0.97143	0.94082	0.22534	0.11976
8	0.81394	118.12	86.463	0.97377	0.86798	0.23205	0.11493
8	0.81872	116.41	78.968	0.97358	1.0085	0.22164	0.11619
8	0.82565	82.339	120	0.97064	0.89406	0.22883	0.11347
8	0.84033	95.732	77.875	0.97666	0.91074	0.22929	0.12377
8	0.8407	81.09	80.795	0.97637	0.96437	0.23412	0.13745
8	0.8407	81.09	80.795	0.979	0.96437	0.23412	0.13745
8	0.8407	81.09	80.795	0.98049	0.96437	0.23412	0.13745
8	0.8407	81.09	80.795	0.98124	0.96437	0.23412	0.13745
8	0.84801	70	79.829	0.98032	0.76247	0.23108	0.11339
8	0.85075	120	70	0.98097	0.9616	0.22726	0.10702
8	0.85075	120	70	0.98097	0.9616	0.22726	0.10702
8	0.86201	119.96	84.837	0.97914	0.84369	0.23282	0.11157
8	0.86201	119.96	84.837	0.97972	0.84369	0.23282	0.11157
8	0.86203	88.315	80.483	0.98034	0.95304	0.23594	0.13812
8	0.86203	88.315	84.988	0.97132	0.95304	0.23594	0.13812
8	0.86203	88.315	84.988	0.97232	0.95304	0.23594	0.13812
8	0.86203	88.315	84.988	0.9774	0.95304	0.23594	0.13812
8	0.86356	85.168	95.207	0.98448	0.95445	0.2312	0.13257
8	0.88826	101.64	79.944	0.98638	0.9749	0.23446	0.1329
8	0.89932	86.164	80.626	0.9811	0.9068	0.23104	0.12925
8	0.90093	82.679	70	0.97683	0.83385	0.24218	0.12739
8	0.90301	80.634	90.19	0.97128	0.88701	0.23682	0.12917
8	0.92006	82.504	90.3	0.97258	0.88061	0.23718	0.12735
8	0.92006	82.504	90.3	0.97758	0.88061	0.23718	0.12735
8	0.92006	82.504	90.3	0.97921	0.88061	0.23547	0.12735
8	0.92006	82.504	90.3	0.97921	0.88061	0.23718	0.12735
8	0.92006	94.039	111.03	0.97663	0.88061	0.23718	0.12735
8	0.92006	94.039	111.03	0.97876	0.88061	0.23718	0.12735
8	0.92006	109.87	90.3	0.97258	0.88061	0.23718	0.12735
